CustomerID,Recency,Frequency,Monetary
15850,20,97,238.85000000000008
18193,166,16,243.76000000000005
17347,87,1,228.96
15637,53,15,223.36
13594,53,26,396.96999999999997
18030,5,9,230.64999999999998
18105,38,18,113.48000000000002
13066,25,48,470.80000000000007
13170,27,32,116.01000000000002
17397,23,92,696.4099999999999
17001,1,169,3989.5699999999997
16532,18,4,6748.8
13782,13,115,912.0
14101,74,35,5976.789999999999
14501,184,10,251.21
14044,27,209,652.82
14410,93,194,1105.0699999999995
13220,79,21,819.29
15116,18,45,1352.75
15130,170,22,330.11
16671,29,6,1692.27
13745,163,25,300.03999999999996
17353,130,8,1740.0
16189,16,11,215.48
13960,22,12,230.22
16930,27,54,380.5500000000001
15844,47,11,130.74
14703,15,22,318.1699999999999
16244,212,91,1522.7499999999995
14180,11,240,4748.52
17059,30,516,3095.04
18071,258,25,453.0
14525,20,291,4332.200000000001
13027,114,26,6912.0
14555,58,21,324.14000000000004
13904,38,26,332.63999999999993
17678,264,16,298.10999999999996
15840,59,27,355.56
15253,17,53,918.2
13109,60,47,786.5400000000001
15795,150,42,610.0100000000001
13726,39,42,1079.6599999999999
15398,17,73,1345.53
17647,66,7,133.06
14554,11,216,2381.0399999999995
18240,47,6,422.58000000000004
17297,18,51,131.78000000000006
15060,9,121,303.0899999999999
16455,64,99,1841.1799999999996
16839,9,266,16594.35
14733,17,202,9585.91
16265,10,258,5447.0
15503,363,70,147.09000000000003
17890,323,94,602.0900000000005
14776,52,117,2538.2999999999997
17147,23,81,1714.59
14056,2,1106,8214.650000000001
15234,277,14,197.0
14367,9,524,9261.520000000004
17955,199,19,557.3
14117,144,3,90.0
14687,107,15,628.3799999999999
13045,100,18,305.28
18278,74,9,173.89999999999998
14642,59,2,96.12
17081,26,64,290.15999999999997
15096,43,11,219.39
16366,19,18,327.3
15923,373,21,127.08000000000003
12913,5,50,2483.63
13104,4,20,1098.48
16043,38,39,773.99
13873,120,23,389.6
13166,284,41,417.19999999999993
15733,283,10,162.3
17542,270,25,170.75
12948,17,116,2064.95
14647,202,30,243.21999999999994
14177,87,42,559.4100000000001
15105,19,101,2298.93
12885,64,71,1175.22
16053,33,84,1511.9499999999996
14141,3,40,915.1300000000001
14496,312,19,538.81
15260,101,77,1810.77
18113,369,1,76.32000000000001
15024,10,155,1661.3299999999997
14419,11,206,1058.06
15062,72,57,987.8599999999999
16684,5,277,66653.56
15262,324,10,178.95000000000002
17463,17,215,1896.4099999999999
15855,137,80,712.2399999999998
13139,17,170,5064.9400000000005
16175,95,58,1037.59
13052,213,18,348.15000000000003
18248,123,47,804.02
16774,68,48,661.5200000000001
15219,177,9,305.75
16012,36,94,1415.29
17070,115,64,312.13999999999993
17148,52,9,124.88
15531,9,228,2007.4400000000003
12868,186,107,1607.0600000000002
15426,20,292,1447.3899999999996
13523,34,172,3964.88
14062,10,111,10464.85
16553,164,84,5719.820000000001
16885,16,101,471.51
16326,6,319,3110.96
15370,41,94,2386.05
13301,104,81,618.0899999999999
15071,94,26,982.0699999999998
13946,80,11,561.5699999999999
15132,19,52,977.9300000000001
16834,228,24,413.46000000000004
15073,10,54,1043.41
17709,170,7,137.45
16178,139,8,197.90000000000003
17637,32,35,547.0599999999998
18147,46,7,179.34
15263,107,12,156.50999999999996
18096,12,213,911.1499999999996
17737,10,10,168.24
17244,54,31,954.8999999999997
13081,12,1028,28337.379999999994
15841,73,47,1224.06
14644,68,26,830.7600000000001
16078,284,1,79.2
15906,20,150,1567.69
17312,139,14,644.3
17053,131,13,498.47999999999996
17584,8,35,1242.2999999999997
14720,6,37,663.81
13416,44,19,712.5
17014,9,74,586.3300000000002
17549,24,6,148.85999999999999
16015,4,182,705.3900000000003
16056,46,68,664.85
16352,18,28,494.44000000000005
13040,9,43,676.99
14140,4,66,935.0499999999998
16000,3,9,12393.7
15485,31,86,2575.0
16150,43,117,2053.0200000000004
13838,6,174,691.7299999999998
13497,283,19,348.05
14961,11,312,7044.68
17496,359,10,271.04999999999995
15203,26,142,1827.8000000000002
13038,81,28,908.46
16571,27,87,1421.69
15918,191,40,334.22999999999996
13524,41,27,680.1800000000001
16266,74,61,861.8899999999999
15599,27,52,761.74
16969,40,42,650.4099999999999
16338,158,11,214.80000000000004
15051,24,143,1391.6100000000001
17573,30,25,380.59999999999997
17813,15,371,1770.8800000000008
13347,71,8,341.36
16243,34,51,409.09999999999974
17895,45,16,97.99999999999997
12893,31,34,188.14
13992,31,5,76.8
17985,23,23,634.9499999999999
15363,373,16,326.0
15563,23,113,1400.4400000000003
12951,9,63,1064.0700000000002
17071,29,140,2429.0299999999993
16431,214,83,642.81
15083,257,5,88.19999999999999
17928,46,23,212.54000000000002
15440,55,62,383.68000000000006
14888,208,20,369.2
14287,9,9,176.63
15405,190,8,349.1
14375,186,75,257.67999999999995
14808,40,235,2741.1699999999987
13730,136,43,752.5999999999998
15920,155,60,167.49999999999997
14096,5,5111,65164.789999999964
14333,68,15,415.2
16413,57,31,262.20000000000005
15345,46,20,393.54
17793,26,58,323.03999999999996
15224,359,14,322.0799999999999
15454,363,25,179.10000000000002
14871,4,98,522.3800000000001
17811,5,851,7837.730000000001
16303,26,162,5360.630000000001
13477,38,79,1454.58
17029,111,2,716.0
17423,47,26,698.4100000000001
18170,34,38,980.3099999999998
17345,16,87,537.74
15267,23,11,1717.36
13372,90,23,378.64
16240,25,135,3718.8000000000006
18088,62,39,167.66999999999996
13685,3,39,3119.4400000000014
17545,44,145,645.9599999999999
14345,39,6,108.97999999999999
12882,10,13,1463.04
18209,29,8,139.10000000000002
14813,370,30,155.42999999999998
17259,149,124,603.37
14565,96,127,3099.12
13426,1,157,3641.32
16134,22,35,618.0899999999999
15938,113,18,404.58000000000004
13584,307,24,142.40000000000003
14292,8,100,4871.929999999999
15636,90,25,724.76
14193,68,42,853.3899999999999
16383,75,102,668.3600000000001
17966,38,68,1098.43
14128,61,46,637.5
16698,227,5,1998.0
16370,83,228,1320.5599999999995
15909,174,7,191.93999999999997
16114,171,8,135.75000000000003
15895,150,11,179.17
17331,124,1,175.2
13644,17,146,2624.260000000001
12895,43,22,372.79999999999995
17603,79,11,394.72
13422,65,127,2626.3000000000006
16921,62,60,169.79000000000005
16048,374,8,256.44000000000005
15111,30,84,1567.48
12841,5,420,4022.3500000000004
18075,24,142,2611.75
18050,360,5,74.4
14462,67,240,2004.0199999999995
17504,207,127,2997.03
12873,283,4,374.0
17883,4,145,671.77
16131,52,78,3506.5400000000004
14105,240,74,1266.2300000000002
17536,178,3,76.5
17984,146,48,152.68000000000006
18053,71,20,300.02000000000004
14317,65,24,508.58
14102,6,79,1360.2799999999997
13694,4,568,65039.619999999995
17685,17,130,3191.53
14587,19,383,1601.1400000000003
15696,34,171,2736.46
12935,3,129,2160.7
16515,53,113,1627.1299999999999
15974,40,176,3442.1499999999996
14036,285,38,626.6499999999999
16242,9,294,3603.209999999999
12881,276,7,298.0
16253,67,123,3683.8600000000006
13101,235,8,101.18999999999998
16076,4,129,2234.73
14523,109,12,241.09000000000003
14830,54,40,197.13
16491,47,39,731.5
15516,45,15,62.43
15667,40,13,301.32000000000005
17566,9,152,901.2099999999998
13117,22,76,984.9099999999997
17869,108,40,428.18000000000006
17706,5,382,10504.489999999998
16316,65,151,2938.91
17400,127,213,2129.959999999999
14669,242,170,1269.9899999999998
16401,2,186,4098.32
16948,139,19,435.02000000000004
15228,67,125,3386.7100000000005
16693,69,60,482.01
17486,262,24,396.87000000000006
16769,261,40,380.3899999999999
15815,64,49,2100.6
18036,33,96,405.62
16230,190,35,542.03
15152,10,271,4745.690000000001
15386,187,31,394.14000000000004
17386,8,28,2686.42
16201,4,111,1863.47
15593,71,5,199.8
17503,3,38,558.96
15856,5,645,16387.569999999992
18062,174,27,720.5200000000001
15940,312,1,35.8
16057,17,121,2263.12
16159,282,14,348.2000000000001
16475,89,28,544.3
14041,267,21,141.41
13781,251,17,127.84000000000002
16469,24,182,650.4300000000001
17974,25,179,740.79
16483,193,19,139.35000000000002
13248,125,26,465.67999999999995
16682,5,30,1027.9999999999998
16984,89,407,4481.349999999998
13431,68,46,1269.1
14598,45,50,221.97000000000003
14860,20,11,170.32000000000002
15540,12,15,213.30000000000004
15922,374,11,369.50000000000006
15570,8,323,4165.52
13488,18,422,8968.309999999998
15950,32,98,1765.5099999999998
16148,297,1,76.32000000000001
16394,57,83,1555.3400000000001
14513,101,12,455.59000000000003
15543,289,28,127.85999999999999
15053,5,71,697.79
17204,176,57,1564.56
18129,244,14,112.55
13122,95,55,922.3900000000002
14351,165,1,51.0
15438,132,25,156.57999999999998
14824,11,29,1127.71
13297,8,59,2089.8500000000004
14904,3,69,1025.44
14606,2,2700,12156.650000000009
17720,27,50,1195.9399999999998
14032,3,143,2975.5899999999992
14608,5,20,1785.15
17692,128,46,740.94
16470,52,170,762.3900000000001
16073,298,1,122.39999999999999
13344,68,119,2543.72
16609,16,276,5493.459999999998
16348,33,235,1469.45
14364,109,69,3717.35
17715,201,1,326.4
13589,15,21,379.65
14327,164,12,311.65000000000003
18169,61,9,202.65000000000003
17852,12,24,114.34
17019,12,234,1272.6099999999997
16145,9,224,3799.49
17585,110,214,1133.07
16473,165,18,316.11
15835,45,50,954.0899999999999
17730,4,218,5298.4800000000005
17094,323,14,301.99999999999994
13098,2,572,28882.44
13975,32,338,2526.28
14507,24,96,1383.1800000000003
14422,1,222,4263.640000000001
15452,30,58,538.7299999999999
14870,262,13,327.24999999999994
18191,262,7,207.79999999999998
13988,20,234,4147.96
15364,96,29,913.1900000000002
16323,197,1,207.50000000000003
15925,195,12,207.15
12965,90,109,771.9099999999996
17466,11,41,763.28
16561,6,31,511.12
16928,81,209,2847.6000000000004
14775,59,60,1011.9000000000001
17819,72,48,3704.8700000000003
15882,199,23,516.3599999999999
16775,11,158,1695.6599999999999
18102,1,431,259657.29999999996
14051,1,210,15610.390000000001
14415,2,590,5900.28
13295,360,10,201.2
12980,158,20,7374.9
15532,26,256,1580.93
14035,29,66,1428.0200000000004
14112,23,160,2915.15
13132,262,3,77.3
17871,205,10,155.89999999999998
17176,202,15,306.13
17242,109,40,1135.04
18252,51,98,526.6699999999997
12962,8,16,266.39000000000004
13228,82,2,358.0
17805,74,10,512.31
17785,54,13,131.94000000000003
15689,120,9,254.1
16191,3,134,5180.52
17018,41,16,920.1
17817,5,33,387.67999999999995
16917,277,9,391.5200000000001
15206,11,9,420.29999999999995
14013,111,34,473.02
12937,16,120,1504.2699999999995
17946,234,20,149.57999999999998
13439,256,54,283.71
12888,215,5,354.12
16657,10,208,933.6200000000001
12910,24,75,3075.0400000000004
16637,33,69,1154.4699999999998
15163,19,29,304.47
14453,191,22,119.93000000000002
13517,60,141,2128.42
15700,173,86,696.6799999999996
15829,100,51,636.1400000000001
16292,122,17,302.25
16952,110,16,167.61
14436,99,9,89.06
17447,41,36,541.53
16688,2,62,1260.8600000000004
15330,33,13,714.96
16934,55,62,950.93
14474,47,29,547.6600000000001
14139,47,26,415.81999999999994
16732,32,28,603.7499999999998
16204,24,57,405.71000000000004
12921,10,720,16587.089999999997
15061,4,403,54534.14000000001
13983,30,107,2603.4300000000003
18259,25,42,2338.6000000000004
13000,107,31,534.85
15046,10,206,5213.77
17861,4,222,2100.8
15549,78,115,1693.2599999999998
13549,26,51,918.2
17101,11,42,1621.73
15958,75,7,104.35
16516,31,6,101.7
15097,5,25,248.07999999999996
16168,11,98,3787.6000000000004
15894,254,41,263.54999999999995
13034,55,37,642.7700000000001
13531,206,22,483.80000000000007
15719,33,937,5045.61
14828,197,17,2139.76
15518,65,214,1942.4499999999998
13993,43,121,3466.3599999999997
14088,11,589,50491.810000000005
14534,3,519,4447.05
17619,313,77,218.52000000000004
16389,54,34,1382.0700000000002
14730,2,501,2005.0599999999995
18173,87,31,2106.84
14538,65,19,388.24999999999994
17187,227,10,203.95
16055,221,8,134.8
12749,4,199,4090.880000000001
13575,24,46,732.0699999999999
15014,44,35,260.16999999999996
13895,29,118,2593.0699999999997
15942,134,14,337.43999999999994
13236,25,36,744.8499999999999
18059,24,19,306.46000000000004
17295,29,69,556.9499999999998
17119,4,35,606.91
14975,58,11,279.94
14210,106,102,1905.8400000000001
17519,18,82,1844.02
12875,144,2,343.2300000000001
15159,2,710,18641.010000000002
17739,12,47,2791.350000000001
17033,87,28,1030.1399999999999
15034,16,394,4308.61
14040,41,235,3614.9199999999996
14257,65,106,3099.7200000000003
16882,67,39,705.1199999999999
18145,13,221,2861.55
16419,113,51,972.23
15199,60,13,1268.7
12857,211,46,1106.4
18068,290,1,101.69999999999999
14656,170,80,291.05000000000007
17886,32,109,899.61
14154,240,52,1345.6200000000003
13229,226,10,160.95
15865,41,40,895.1299999999999
15252,37,44,740.78
13279,79,9,137.75
17350,9,71,1286.07
13318,2,20,640.76
18084,17,1,90.47999999999999
16024,13,64,251.23999999999992
17885,13,64,190.18999999999997
17377,24,418,4100.92
18041,12,472,4183.389999999999
15347,367,5,201.59999999999997
17771,57,54,245.81
14407,108,73,2157.73
17049,3,318,5659.9800000000005
14291,2,237,3883.25
14077,41,42,499.41999999999996
13357,258,90,609.9500000000002
13015,54,176,3346.2799999999997
15508,190,92,1000.2700000000002
18133,213,1,931.4999999999999
15333,209,16,1028.56
17263,209,23,63.440000000000005
16038,8,26,471.78
13339,201,54,860.1200000000002
14862,26,48,841.2
14089,57,14,161.0
14861,53,6,125.79000000000002
14638,51,16,443.6
13267,3,211,4521.49
16558,1,460,8338.489999999998
15806,47,31,784.5799999999999
15027,31,35,1066.1499999999999
16942,13,281,1920.59
14591,16,197,1447.1400000000003
14988,212,40,334.54
17702,31,74,1824.37
17531,191,14,296.70000000000005
13643,32,28,519.44
16533,20,177,1095.56
14488,68,46,1064.2800000000002
16685,62,62,324.24
16754,373,2,2002.4
13552,67,109,3740.0699999999997
17859,305,25,148.21
13489,106,14,449.52000000000004
17325,281,6,96.8
14214,31,67,1004.3799999999998
14297,18,62,1305.33
15223,226,20,755.75
14681,72,7,498.95
14853,25,9,475.8
15506,23,164,979.2599999999999
15746,135,28,196.87999999999997
15701,3,237,1542.1400000000003
15050,26,78,1782.0900000000001
15276,67,52,135.31000000000003
17382,66,2,65.4
16932,54,53,161.94
18123,25,36,589.4399999999999
17135,17,52,1139.7300000000002
14404,34,103,1474.32
15984,3,270,2837.67
15811,23,133,2218.6200000000003
17618,6,78,971.5799999999999
14113,4,34,1840.42
14618,10,16,553.44
13859,327,28,201.16
15339,67,86,574.0699999999999
15365,26,114,2314.32
16573,85,42,663.6099999999999
17171,290,16,224.90999999999997
15393,17,12,231.86
15245,135,89,2515.84
17398,115,38,653.3800000000001
14852,59,143,2836.6900000000005
13655,115,56,932.97
15582,25,44,682.9100000000001
16369,19,118,1553.66
14451,61,109,662.5899999999999
14132,3,200,3586.0299999999997
15186,15,19,411.40999999999997
16429,107,2,284.55
16400,95,29,303.93
15504,82,13,52.83000000000001
16591,69,10,213.5
16052,55,34,362.06000000000006
14354,6,9,163.62
15435,23,29,149.29000000000005
14785,11,3,77.4
14954,13,85,336.16999999999985
18015,5,46,120.03
13093,276,159,7832.4699999999975
17967,372,48,123.07000000000002
16411,20,45,214.65
15987,13,140,1451.28
16949,4,60,1286.2700000000002
14540,10,76,996.26
13717,33,102,1445.01
13085,158,22,416.08000000000004
13951,177,39,674.4499999999999
14628,92,24,671.96
17589,61,253,2404.17
15747,13,93,974.0400000000002
17453,18,19,486.71999999999997
16104,62,29,302.36
16971,39,41,357.20999999999987
14804,9,12,353.2699999999999
17551,360,43,306.84
14978,73,216,1931.4199999999996
14676,32,42,2548.2400000000002
14903,22,355,2810.6299999999997
16871,23,137,2812.3399999999997
17556,206,6,157.9
18143,117,61,1000.1599999999999
15801,47,64,1063.9499999999998
16236,79,20,432.19999999999993
14757,76,19,420.5
13351,67,16,373.94
15766,65,11,315.05999999999995
16595,62,85,360.1600000000003
16311,18,37,616.26
13868,8,33,3192.54
16887,36,37,194.88
17623,33,33,527.05
13521,2,436,1093.6499999999999
15471,3,77,469.47999999999985
15602,9,47,1297.8700000000001
15002,116,115,1641.7600000000002
15628,5,155,2870.24
17744,4,136,2322.3999999999996
15208,2,42,870.12
13397,73,38,1544.13
13168,37,131,1319.1899999999998
12834,283,18,312.38
12994,5,61,974.4200000000001
15648,205,25,657.3499999999999
13249,93,23,711.4100000000001
16960,39,101,507.05000000000007
17268,108,6,763.64
15237,2,99,1412.3200000000006
16610,220,6,75.66
18227,218,5,93.75
16006,212,8,101.39999999999999
17124,186,32,298.89000000000004
17155,18,20,251.7
13106,134,1,76.5
12828,3,56,1018.71
17267,128,38,317.61999999999995
14020,17,39,642.8
13518,86,38,659.4399999999998
13689,64,6,910.0
14349,11,31,133.50000000000006
15465,20,97,7354.620000000001
15304,61,23,694.4
17179,179,80,711.79
14841,54,138,3295.7599999999998
17457,127,19,1737.7
15059,41,237,1337.72
14600,306,25,393.3299999999999
15764,89,180,3279.97
16967,190,21,319.0199999999999
17866,143,9,329.65
13878,55,36,1281.53
15621,5,16,1293.03
15544,10,259,3546.7099999999996
17238,3,566,3744.6499999999996
17790,27,190,1965.55
16458,3,202,3482.7400000000007
15587,51,9,913.6800000000001
18171,59,54,1231.31
14470,12,43,461.18999999999994
16668,16,20,306.71999999999997
14350,275,18,282.92999999999995
14205,17,24,466.70000000000005
13743,3,41,1341.6
17874,186,46,683.4600000000002
13316,38,87,5977.73
14195,202,7,1011.9999999999999
14998,171,75,429.87
18018,109,29,122.13999999999999
14972,129,18,114.77000000000002
18215,90,13,299.34000000000003
13356,81,42,768.2400000000001
17205,54,13,384.08
16372,34,97,367.92999999999984
15725,16,32,415.2500000000001
13596,6,166,697.0399999999998
18118,11,1279,5653.820000000002
17596,24,270,2827.9300000000003
17682,11,118,2474.33
12853,135,78,1957.1000000000001
15724,202,11,218.25
13226,274,16,108.21000000000001
13571,13,341,2092.3199999999997
16965,227,26,201.19
15704,141,117,2293.6200000000003
13887,205,19,349.54999999999995
15076,173,49,880.8500000000004
15537,164,24,110.92000000000003
14847,149,13,309.4
14079,125,12,375.09999999999997
13470,100,10,165.0
17433,89,54,303.16
17564,25,49,454.01000000000005
14815,37,53,778.5
17222,66,28,354.15
16895,65,69,219.13999999999996
13858,58,11,216.16999999999996
15478,41,46,1441.4199999999996
12966,10,10,160.18
18168,177,131,1169.94
16393,3,330,3046.2099999999996
17675,2,705,20374.280000000006
14355,366,11,174.4
12867,27,538,4036.8199999999993
15562,352,1,134.55
17574,243,8,185.64999999999998
14163,88,52,2445.91
17157,8,13,319.0
15355,30,14,277.05
16811,5,28,547.0699999999999
17772,11,53,182.76999999999998
13428,11,74,218.46999999999994
17025,61,9,357.77
17894,72,193,1119.8099999999997
15996,89,130,1060.6799999999998
16907,30,151,981.65
12346,326,1,77183.6
17889,213,21,203.87
16214,171,44,1062.75
13533,183,76,270.79
16643,246,27,487.51
14338,162,31,588.2199999999999
16278,101,23,566.3799999999999
16909,73,18,379.14000000000004
14967,50,6,463.8
15963,20,28,470.76
17901,30,19,110.38000000000001
17680,24,11,184.39999999999998
17091,3,195,3827.7599999999993
17937,9,43,4301.22
18037,155,19,70.02
14290,12,101,2314.6499999999996
15482,16,98,11054.96
17517,309,11,153.94
12993,24,27,414.76000000000005
13712,247,10,228.83999999999997
14198,19,39,701.4
13529,79,15,307.76
15098,183,3,39916.5
13583,156,53,781.0300000000002
13991,13,84,855.97
14387,33,140,1770.5600000000004
13247,18,25,501.11999999999995
13067,83,15,115.46000000000002
12936,18,62,1063.9
17506,76,14,302.2
14547,4,366,4007.5399999999977
15977,18,65,1054.73
14216,4,59,1839.2999999999997
17313,32,24,2328.8399999999997
14031,8,250,17286.86
17198,24,96,692.22
15044,20,453,7700.2300000000005
14603,275,2,660.0
16780,101,60,425.18999999999994
13120,239,1,30.599999999999998
15852,187,22,160.71
14542,186,5,103.25000000000001
16113,184,30,161.38000000000002
14104,155,21,216.20999999999998
16305,139,22,361.2199999999999
15639,135,25,425.31999999999994
14495,51,6,123.8
17513,73,6,513.2
13801,67,23,324.79999999999995
13690,60,9,172.25
16284,32,109,823.97
17976,373,65,353.18999999999994
13880,22,165,3219.77
17419,12,206,4226.57
15547,8,702,4954.840000000002
18044,5,127,2088.6
14150,36,26,658.6400000000001
14643,171,31,693.8100000000001
15171,332,5,1289.5
13659,206,104,1573.2
15812,108,41,1801.1400000000003
17830,2,23,398.70000000000005
15145,5,67,1194.7299999999998
17058,82,62,1179.89
18235,72,104,1796.4800000000007
16756,215,13,239.4
14389,66,45,1043.46
15238,30,50,1071.99
16902,117,44,1706.88
17728,4,165,2876.0100000000016
16613,71,30,618.59
14052,20,56,225.35999999999993
16406,19,63,163.07
18074,374,13,489.6
17732,373,18,303.97
14396,66,73,487.98999999999995
16327,15,319,3844.2199999999993
13784,10,31,2462.79
17609,41,237,1112.2199999999998
16745,87,357,7194.3
17560,95,27,854.9499999999999
15753,305,1,79.2
17789,282,14,225.9
17652,26,259,4867.720000000001
14408,11,107,2606.5299999999997
17698,261,8,154.95000000000002
14273,52,29,559.97
15128,61,102,1470.9999999999998
12871,85,11,380.64
14500,89,7,356.85
15280,173,16,113.12
15307,96,12,205.3
13314,2,62,775.9400000000003
16597,5,7,90.04000000000002
16353,4,94,6675.710000000001
16863,32,26,502.8
16081,57,227,2806.9
14735,4,194,6065.69
15939,90,76,6115.01
14248,319,8,302.58
13630,6,71,2031.7800000000002
13675,152,25,486.82
17394,220,4,203.86999999999995
16116,212,34,612.7800000000001
15074,106,42,748.8700000000002
16513,5,35,874.5900000000001
15010,36,20,308.94000000000005
15432,24,10,171.19
15646,158,35,447.64
17757,2,741,5605.29
17949,2,70,58510.479999999996
14282,4,156,3729.34
13959,80,92,598.2
16805,174,98,460.5899999999999
17980,166,30,811.45
14472,104,281,1936.84
15607,337,13,104.76
13634,34,188,1575.1599999999999
13581,310,10,117.99999999999999
12955,2,180,4757.160000000001
18080,19,2,1231.5
16806,104,103,801.49
16226,204,8,255.11999999999998
16185,17,31,529.41
16587,233,13,225.14999999999995
13213,57,90,1520.58
13300,170,20,371.89000000000004
13430,19,49,679.45
16747,38,42,836.0600000000001
