CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_ScoreGroup,Loyalty
13309,8,107,1483.0,1,1,1,3,111,Platinum
15024,10,155,1680.0,1,1,1,3,111,Platinum
17159,22,101,1548.0,1,1,1,3,111,Platinum
18055,8,360,6822.0,1,1,1,3,111,Platinum
16369,19,118,1567.0,1,1,1,3,111,Platinum
14096,5,5111,65014.0,1,1,1,3,111,Platinum
15436,13,329,1149.0,1,1,1,3,111,Platinum
14092,8,214,4090.0,1,1,1,3,111,Platinum
15632,16,167,3308.0,1,1,1,3,111,Platinum
14099,17,250,3124.0,1,1,1,3,111,Platinum
14088,11,589,50539.0,1,1,1,3,111,Platinum
15628,5,155,2872.0,1,1,1,3,111,Platinum
18044,5,127,2098.0,1,1,1,3,111,Platinum
15932,5,115,2499.0,1,1,1,3,111,Platinum
16360,5,662,3537.0,1,1,1,3,111,Platinum
17725,17,192,3444.0,1,1,1,3,111,Platinum
13362,10,166,3105.0,1,1,1,3,111,Platinum
16945,22,249,4404.0,1,1,1,3,111,Platinum
14085,3,450,4495.0,1,1,1,3,111,Platinum
16814,15,324,6555.0,1,1,1,3,111,Platinum
15005,16,1119,6353.0,1,1,1,3,111,Platinum
15009,13,182,1275.0,1,1,1,3,111,Platinum
14121,4,159,2787.0,1,1,1,3,111,Platinum
13313,23,78,1565.0,1,1,1,3,111,Platinum
17706,5,382,10546.0,1,1,1,3,111,Platinum
15023,4,562,6838.0,1,1,1,3,111,Platinum
14116,20,72,1386.0,1,1,1,3,111,Platinum
14112,23,160,2946.0,1,1,1,3,111,Platinum
13319,6,476,10909.0,1,1,1,3,111,Platinum
17381,9,109,20285.0,1,1,1,3,111,Platinum
15021,9,472,1928.0,1,1,1,3,111,Platinum
15910,1,267,1251.0,1,1,1,3,111,Platinum
17377,24,418,4132.0,1,1,1,3,111,Platinum
15426,20,292,1468.0,1,1,1,3,111,Platinum
15916,17,155,1546.0,1,1,1,3,111,Platinum
18065,6,137,2409.0,1,1,1,3,111,Platinum
14102,6,79,1364.0,1,1,1,3,111,Platinum
17716,23,245,5678.0,1,1,1,3,111,Platinum
14110,4,156,5707.0,1,1,1,3,111,Platinum
17481,4,82,1260.0,1,1,1,3,111,Platinum
15601,12,410,6794.0,1,1,1,3,111,Platinum
14901,12,96,1427.0,1,1,1,3,111,Platinum
15530,22,108,1510.0,1,1,1,3,111,Platinum
16057,17,121,2279.0,1,1,1,3,111,Platinum
13658,10,108,2659.0,1,1,1,3,111,Platinum
16169,9,85,1829.0,1,1,1,3,111,Platinum
16168,11,98,3800.0,1,1,1,3,111,Platinum
15570,8,323,4195.0,1,1,1,3,111,Platinum
16066,17,102,1528.0,1,1,1,3,111,Platinum
16873,5,279,7138.0,1,1,1,3,111,Platinum
13668,3,470,6399.0,1,1,1,3,111,Platinum
16161,2,474,5629.0,1,1,1,3,111,Platinum
15531,9,228,2023.0,1,1,1,3,111,Platinum
18283,4,756,2140.0,1,1,1,3,111,Platinum
16156,9,130,3134.0,1,1,1,3,111,Platinum
13680,2,195,3742.0,1,1,1,3,111,Platinum
13831,17,74,2209.0,1,1,1,3,111,Platinum
14735,4,194,6080.0,1,1,1,3,111,Platinum
13854,9,110,8110.0,1,1,1,3,111,Platinum
16871,23,137,2824.0,1,1,1,3,111,Platinum
16173,16,84,1428.0,1,1,1,3,111,Platinum
14733,17,202,9600.0,1,1,1,3,111,Platinum
13630,6,71,2032.0,1,1,1,3,111,Platinum
17811,5,851,7899.0,1,1,1,3,111,Platinum
13862,19,139,2220.0,1,1,1,3,111,Platinum
13860,2,76,1256.0,1,1,1,3,111,Platinum
16186,23,218,4026.0,1,1,1,3,111,Platinum
15527,19,163,2442.0,1,1,1,3,111,Platinum
17463,17,215,1916.0,1,1,1,3,111,Platinum
14825,4,121,2249.0,1,1,1,3,111,Platinum
17920,5,696,4256.0,1,1,1,3,111,Platinum
17428,1,328,17278.0,1,1,1,3,111,Platinum
13644,17,146,2635.0,1,1,1,3,111,Platinum
17813,15,371,1787.0,1,1,1,3,111,Platinum
13647,10,79,1690.0,1,1,1,3,111,Platinum
15529,23,672,4029.0,1,1,1,3,111,Platinum
13650,17,96,1841.0,1,1,1,3,111,Platinum
16923,13,672,7319.0,1,1,1,3,111,Platinum
17827,6,220,2016.0,1,1,1,3,111,Platinum
16076,4,129,2247.0,1,1,1,3,111,Platinum
17434,3,134,2377.0,1,1,1,3,111,Platinum
16128,18,89,1881.0,1,1,1,3,111,Platinum
15544,10,259,3592.0,1,1,1,3,111,Platinum
13767,3,368,17251.0,1,1,1,3,111,Platinum
14766,9,135,2490.0,1,1,1,3,111,Platinum
14769,3,1090,10764.0,1,1,1,3,111,Platinum
13758,12,117,3199.0,1,1,1,3,111,Platinum
13756,3,142,5197.0,1,1,1,3,111,Platinum
13769,3,135,2809.0,1,1,1,3,111,Platinum
17870,3,279,1901.0,1,1,1,3,111,Platinum
13755,4,342,2180.0,1,1,1,3,111,Platinum
17449,3,277,2550.0,1,1,1,3,111,Platinum
17450,9,337,194564.0,1,1,1,3,111,Platinum
17451,2,100,1725.0,1,1,1,3,111,Platinum
16899,8,125,1296.0,1,1,1,3,111,Platinum
16115,10,284,1692.0,1,1,1,3,111,Platinum
13742,17,321,3165.0,1,1,1,3,111,Platinum
15547,8,702,5005.0,1,1,1,3,111,Platinum
16042,23,71,1196.0,1,1,1,3,111,Platinum
13777,1,197,25988.0,1,1,1,3,111,Platinum
16904,5,710,3763.0,1,1,1,3,111,Platinum
13808,6,76,1753.0,1,1,1,3,111,Platinum
15563,23,113,1407.0,1,1,1,3,111,Platinum
13694,4,568,65043.0,1,1,1,3,111,Platinum
16910,5,547,1535.0,1,1,1,3,111,Platinum
16145,9,224,3823.0,1,1,1,3,111,Platinum
16143,4,117,2444.0,1,1,1,3,111,Platinum
14755,10,235,5027.0,1,1,1,3,111,Platinum
14794,3,80,1327.0,1,1,1,3,111,Platinum
13704,6,134,2319.0,1,1,1,3,111,Platinum
15555,13,899,4832.0,1,1,1,3,111,Platinum
14759,5,102,1635.0,1,1,1,3,111,Platinum
17841,2,7847,41519.0,1,1,1,3,111,Platinum
13709,4,336,6368.0,1,1,1,3,111,Platinum
14796,2,1141,8068.0,1,1,1,3,111,Platinum
16905,6,208,3128.0,1,1,1,3,111,Platinum
16133,4,339,14594.0,1,1,1,3,111,Platinum
13798,2,349,37178.0,1,1,1,3,111,Platinum
17685,17,130,3205.0,1,1,1,3,111,Platinum
17426,9,271,5052.0,1,1,1,3,111,Platinum
13870,3,115,2779.0,1,1,1,3,111,Platinum
15993,9,552,2831.0,1,1,1,3,111,Platinum
13949,3,160,2441.0,1,1,1,3,111,Platinum
14893,10,73,1246.0,1,1,1,3,111,Platinum
16255,17,270,2631.0,1,1,1,3,111,Platinum
14698,2,210,1275.0,1,1,1,3,111,Platinum
14701,11,335,2568.0,1,1,1,3,111,Platinum
13534,3,296,5958.0,1,1,1,3,111,Platinum
13536,2,179,3476.0,1,1,1,3,111,Platinum
16839,9,266,16599.0,1,1,1,3,111,Platinum
16245,24,90,1419.0,1,1,1,3,111,Platinum
15494,22,125,1301.0,1,1,1,3,111,Platinum
14702,2,347,3325.0,1,1,1,3,111,Platinum
16242,9,294,3634.0,1,1,1,3,111,Platinum
16241,10,662,2656.0,1,1,1,3,111,Platinum
15498,3,512,13369.0,1,1,1,3,111,Platinum
17091,3,195,3867.0,1,1,1,3,111,Platinum
14895,8,498,11174.0,1,1,1,3,111,Platinum
13521,2,436,1122.0,1,1,1,3,111,Platinum
16265,10,258,5468.0,1,1,1,3,111,Platinum
17768,9,105,2285.0,1,1,1,3,111,Platinum
15987,13,140,1455.0,1,1,1,3,111,Platinum
14898,24,116,1312.0,1,1,1,3,111,Platinum
16279,22,107,1518.0,1,1,1,3,111,Platinum
16817,3,86,1610.0,1,1,1,3,111,Platinum
13971,19,149,2772.0,1,1,1,3,111,Platinum
13507,4,162,2500.0,1,1,1,3,111,Platinum
14704,12,415,1558.0,1,1,1,3,111,Platinum
17961,22,249,1315.0,1,1,1,3,111,Platinum
13510,2,115,1813.0,1,1,1,3,111,Platinum
16818,11,189,3359.0,1,1,1,3,111,Platinum
17954,6,485,2351.0,1,1,1,3,111,Platinum
17769,13,310,4028.0,1,1,1,3,111,Platinum
16271,3,133,1452.0,1,1,1,3,111,Platinum
15594,16,103,1783.0,1,1,1,3,111,Platinum
14696,5,130,2085.0,1,1,1,3,111,Platinum
13969,8,626,9112.0,1,1,1,3,111,Platinum
16011,9,212,3375.0,1,1,1,3,111,Platinum
17469,17,88,1886.0,1,1,1,3,111,Platinum
16013,4,139,37143.0,1,1,1,3,111,Platinum
14723,11,278,1162.0,1,1,1,3,111,Platinum
15572,5,215,2570.0,1,1,1,3,111,Platinum
16033,6,1137,8926.0,1,1,1,3,111,Platinum
13883,11,142,2691.0,1,1,1,3,111,Platinum
13599,2,247,5176.0,1,1,1,3,111,Platinum
13881,4,178,17167.0,1,1,1,3,111,Platinum
13880,22,165,3221.0,1,1,1,3,111,Platinum
16210,2,123,21095.0,1,1,1,3,111,Platinum
15514,13,178,4153.0,1,1,1,3,111,Platinum
16929,4,77,1311.0,1,1,1,3,111,Platinum
17422,17,117,1982.0,1,1,1,3,111,Platinum
13610,13,226,1145.0,1,1,1,3,111,Platinum
14730,2,501,2026.0,1,1,1,3,111,Platinum
13871,23,336,6445.0,1,1,1,3,111,Platinum
16191,3,134,5185.0,1,1,1,3,111,Platinum
14849,22,388,7961.0,1,1,1,3,111,Platinum
16201,4,111,1887.0,1,1,1,3,111,Platinum
14732,9,147,2721.0,1,1,1,3,111,Platinum
17799,23,408,3079.0,1,1,1,3,111,Platinum
13890,2,110,1894.0,1,1,1,3,111,Platinum
14709,16,196,4967.0,1,1,1,3,111,Platinum
15502,16,213,10393.0,1,1,1,3,111,Platinum
14878,13,124,1495.0,1,1,1,3,111,Platinum
13924,2,117,1852.0,1,1,1,3,111,Platinum
17419,12,206,4238.0,1,1,1,3,111,Platinum
16016,4,235,1534.0,1,1,1,3,111,Platinum
13571,13,341,2092.0,1,1,1,3,111,Platinum
13590,12,87,1993.0,1,1,1,3,111,Platinum
14868,4,144,2964.0,1,1,1,3,111,Platinum
13576,11,126,6730.0,1,1,1,3,111,Platinum
14866,11,99,14393.0,1,1,1,3,111,Platinum
14713,10,339,2690.0,1,1,1,3,111,Platinum
17095,23,74,1339.0,1,1,1,3,111,Platinum
14719,2,237,1622.0,1,1,1,3,111,Platinum
16931,6,898,4667.0,1,1,1,3,111,Platinum
13588,16,174,2482.0,1,1,1,3,111,Platinum
14711,11,357,2897.0,1,1,1,3,111,Platinum
15061,4,403,54566.0,1,1,1,3,111,Platinum
17365,13,468,4845.0,1,1,1,3,111,Platinum
14159,20,1204,4774.0,1,1,1,3,111,Platinum
12971,4,305,11177.0,1,1,1,3,111,Platinum
18225,4,271,5528.0,1,1,1,3,111,Platinum
18223,5,272,6497.0,1,1,1,3,111,Platinum
17602,3,560,5141.0,1,1,1,3,111,Platinum
18219,3,114,2084.0,1,1,1,3,111,Platinum
16713,19,624,6992.0,1,1,1,3,111,Platinum
16717,24,199,3881.0,1,1,1,3,111,Platinum
15694,1,78,6483.0,1,1,1,3,111,Platinum
12985,1,76,1239.0,1,1,1,3,111,Platinum
17293,9,135,1889.0,1,1,1,3,111,Platinum
16570,16,126,3758.0,1,1,1,3,111,Platinum
14525,20,291,4352.0,1,1,1,3,111,Platinum
15179,19,93,2219.0,1,1,1,3,111,Platinum
14527,3,972,8588.0,1,1,1,3,111,Platinum
14534,3,519,4489.0,1,1,1,3,111,Platinum
14367,9,524,9339.0,1,1,1,3,111,Platinum
17596,24,270,2836.0,1,1,1,3,111,Platinum
16712,10,447,3686.0,1,1,1,3,111,Platinum
15187,2,91,4777.0,1,1,1,3,111,Platinum
17288,10,142,1421.0,1,1,1,3,111,Platinum
17528,2,253,3649.0,1,1,1,3,111,Platinum
14515,18,101,2119.0,1,1,1,3,111,Platinum
18230,10,86,2815.0,1,1,1,3,111,Platinum
16592,5,216,4119.0,1,1,1,3,111,Platinum
12948,17,116,2082.0,1,1,1,3,111,Platinum
15194,4,310,7630.0,1,1,1,3,111,Platinum
17611,8,576,4034.0,1,1,1,3,111,Platinum
17019,12,234,1286.0,1,1,1,3,111,Platinum
12952,6,79,1392.0,1,1,1,3,111,Platinum
17218,5,274,1979.0,1,1,1,3,111,Platinum
12955,2,180,4756.0,1,1,1,3,111,Platinum
18229,12,164,7300.0,1,1,1,3,111,Platinum
12957,10,238,4034.0,1,1,1,3,111,Platinum
15189,2,212,16226.0,1,1,1,3,111,Platinum
12963,9,95,1862.0,1,1,1,3,111,Platinum
17017,3,252,8706.0,1,1,1,3,111,Platinum
16719,15,201,1819.0,1,1,1,3,111,Platinum
15687,9,166,3008.0,1,1,1,3,111,Platinum
17613,23,312,4589.0,1,1,1,3,111,Platinum
14321,11,123,1539.0,1,1,1,3,111,Platinum
14547,4,366,4028.0,1,1,1,3,111,Platinum
16985,18,120,5483.0,1,1,1,3,111,Platinum
17629,6,123,1819.0,1,1,1,3,111,Platinum
16531,23,77,1246.0,1,1,1,3,111,Platinum
14309,9,117,2361.0,1,1,1,3,111,Platinum
15159,2,710,18682.0,1,1,1,3,111,Platinum
17625,19,315,2077.0,1,1,1,3,111,Platinum
15157,4,125,1931.0,1,1,1,3,111,Platinum
16525,3,183,13040.0,1,1,1,3,111,Platinum
15805,24,301,5557.0,1,1,1,3,111,Platinum
13048,15,136,1871.0,1,1,1,3,111,Platinum
16523,2,290,9450.0,1,1,1,3,111,Platinum
13050,15,403,5875.0,1,1,1,3,111,Platinum
15351,13,225,1969.0,1,1,1,3,111,Platinum
15152,10,271,4778.0,1,1,1,3,111,Platinum
18188,16,71,2001.0,1,1,1,3,111,Platinum
15769,8,130,56252.0,1,1,1,3,111,Platinum
14546,6,399,2611.0,1,1,1,3,111,Platinum
15796,2,133,2728.0,1,1,1,3,111,Platinum
13001,5,339,9865.0,1,1,1,3,111,Platinum
18210,2,134,2625.0,1,1,1,3,111,Platinum
16558,1,460,8400.0,1,1,1,3,111,Platinum
13004,12,404,5691.0,1,1,1,3,111,Platinum
16722,18,225,4789.0,1,1,1,3,111,Platinum
15172,9,110,1642.0,1,1,1,3,111,Platinum
16549,11,981,4200.0,1,1,1,3,111,Platinum
14329,18,259,5047.0,1,1,1,3,111,Platinum
13012,10,89,1661.0,1,1,1,3,111,Platinum
13014,11,110,3482.0,1,1,1,3,111,Platinum
14336,17,90,1617.0,1,1,1,3,111,Platinum
13018,17,458,7318.0,1,1,1,3,111,Platinum
13021,5,131,2629.0,1,1,1,3,111,Platinum
17302,15,79,1141.0,1,1,1,3,111,Platinum
14334,17,162,2574.0,1,1,1,3,111,Platinum
18198,5,159,5433.0,1,1,1,3,111,Platinum
13013,2,219,4825.0,1,1,1,3,111,Platinum
15150,18,343,5349.0,1,1,1,3,111,Platinum
16710,20,402,2513.0,1,1,1,3,111,Platinum
17530,2,394,2409.0,1,1,1,3,111,Platinum
16655,18,261,3807.0,1,1,1,3,111,Platinum
18272,3,166,3093.0,1,1,1,3,111,Platinum
16684,5,277,66664.0,1,1,1,3,111,Platinum
17049,3,318,5715.0,1,1,1,3,111,Platinum
15737,15,72,1211.0,1,1,1,3,111,Platinum
17576,9,411,3651.0,1,1,1,3,111,Platinum
14432,10,382,2292.0,1,1,1,3,111,Platinum
14428,8,144,1253.0,1,1,1,3,111,Platinum
12856,8,314,2204.0,1,1,1,3,111,Platinum
15738,19,173,4819.0,1,1,1,3,111,Platinum
14426,24,224,4494.0,1,1,1,3,111,Platinum
16638,23,94,1692.0,1,1,1,3,111,Platinum
17231,13,541,3195.0,1,1,1,3,111,Platinum
15701,3,237,1561.0,1,1,1,3,111,Platinum
16633,18,152,2901.0,1,1,1,3,111,Platinum
15251,10,111,10488.0,1,1,1,3,111,Platinum
16656,23,73,8635.0,1,1,1,3,111,Platinum
12841,5,420,4045.0,1,1,1,3,111,Platinum
12839,3,314,5642.0,1,1,1,3,111,Platinum
12747,3,103,4207.0,1,1,1,3,111,Platinum
12748,1,4596,33956.0,1,1,1,3,111,Platinum
12749,4,199,4115.0,1,1,1,3,111,Platinum
17238,3,566,3758.0,1,1,1,3,111,Platinum
16672,3,114,8143.0,1,1,1,3,111,Platinum
16670,17,252,4134.0,1,1,1,3,111,Platinum
12826,3,91,1498.0,1,1,1,3,111,Platinum
15237,2,99,1424.0,1,1,1,3,111,Platinum
17554,2,88,1963.0,1,1,1,3,111,Platinum
17243,2,400,8731.0,1,1,1,3,111,Platinum
15727,17,302,5220.0,1,1,1,3,111,Platinum
14482,19,144,2078.0,1,1,1,3,111,Platinum
14456,6,970,3105.0,1,1,1,3,111,Platinum
17567,8,165,4345.0,1,1,1,3,111,Platinum
14493,8,120,2388.0,1,1,1,3,111,Platinum
15271,8,274,2528.0,1,1,1,3,111,Platinum
16669,24,160,1386.0,1,1,1,3,111,Platinum
17581,1,440,11113.0,1,1,1,3,111,Platinum
14422,1,222,4277.0,1,1,1,3,111,Platinum
12877,4,154,1557.0,1,1,1,3,111,Platinum
14505,18,799,5970.0,1,1,1,3,111,Platinum
14506,18,316,2039.0,1,1,1,3,111,Platinum
15311,1,2379,60913.0,1,1,1,3,111,Platinum
17590,3,201,1501.0,1,1,1,3,111,Platinum
14401,5,182,4045.0,1,1,1,3,111,Platinum
12921,10,720,16668.0,1,1,1,3,111,Platinum
14507,24,96,1390.0,1,1,1,3,111,Platinum
15755,11,141,2371.0,1,1,1,3,111,Platinum
14397,3,87,2618.0,1,1,1,3,111,Platinum
14395,3,350,3530.0,1,1,1,3,111,Platinum
17593,4,213,3944.0,1,1,1,3,111,Platinum
16607,18,172,3367.0,1,1,1,3,111,Platinum
14390,11,286,4675.0,1,1,1,3,111,Platinum
12931,22,82,42058.0,1,1,1,3,111,Platinum
14388,11,186,3247.0,1,1,1,3,111,Platinum
12935,3,129,2172.0,1,1,1,3,111,Platinum
16609,16,276,5544.0,1,1,1,3,111,Platinum
12937,16,120,1523.0,1,1,1,3,111,Platinum
14408,11,107,2602.0,1,1,1,3,111,Platinum
15214,2,110,1669.0,1,1,1,3,111,Platinum
16626,1,179,4428.0,1,1,1,3,111,Platinum
16700,9,308,5118.0,1,1,1,3,111,Platinum
15290,5,204,7956.0,1,1,1,3,111,Platinum
14418,4,124,1944.0,1,1,1,3,111,Platinum
14415,2,590,5925.0,1,1,1,3,111,Platinum
18245,8,175,2585.0,1,1,1,3,111,Platinum
15298,3,192,4821.0,1,1,1,3,111,Platinum
12910,24,75,3074.0,1,1,1,3,111,Platinum
15218,11,166,5785.0,1,1,1,3,111,Platinum
17228,16,208,1927.0,1,1,1,3,111,Platinum
18241,10,104,2079.0,1,1,1,3,111,Platinum
12901,9,116,17657.0,1,1,1,3,111,Platinum
16705,1,270,14068.0,1,1,1,3,111,Platinum
15750,3,293,2472.0,1,1,1,3,111,Platinum
14502,20,624,2522.0,1,1,1,3,111,Platinum
14503,4,164,3548.0,1,1,1,3,111,Platinum
16701,9,144,5406.0,1,1,1,3,111,Platinum
17519,18,82,1845.0,1,1,1,3,111,Platinum
15804,1,263,4236.0,1,1,1,3,111,Platinum
14595,20,102,1749.0,1,1,1,3,111,Platinum
15382,15,302,5982.0,1,1,1,3,111,Platinum
14607,16,86,16573.0,1,1,1,3,111,Platinum
14217,2,100,2019.0,1,1,1,3,111,Platinum
14215,12,108,1792.0,1,1,1,3,111,Platinum
13174,17,314,2838.0,1,1,1,3,111,Platinum
17183,8,73,3349.0,1,1,1,3,111,Platinum
16440,8,282,3671.0,1,1,1,3,111,Platinum
14606,2,2700,12248.0,1,1,1,3,111,Platinum
15093,19,108,4610.0,1,1,1,3,111,Platinum
13183,8,94,3971.0,1,1,1,3,111,Platinum
13184,15,181,1717.0,1,1,1,3,111,Platinum
18139,18,159,8436.0,1,1,1,3,111,Platinum
15392,5,84,1536.0,1,1,1,3,111,Platinum
15856,5,645,16411.0,1,1,1,3,111,Platinum
14209,11,87,2083.0,1,1,1,3,111,Platinum
17073,18,174,1470.0,1,1,1,3,111,Platinum
15854,5,140,2987.0,1,1,1,3,111,Platinum
16764,4,706,2852.0,1,1,1,3,111,Platinum
15845,18,138,3715.0,1,1,1,3,111,Platinum
16992,11,93,1619.0,1,1,1,3,111,Platinum
16463,22,82,1427.0,1,1,1,3,111,Platinum
14587,19,383,1631.0,1,1,1,3,111,Platinum
14591,16,197,1466.0,1,1,1,3,111,Platinum
15373,9,132,2430.0,1,1,1,3,111,Platinum
15106,18,100,1426.0,1,1,1,3,111,Platinum
16458,3,202,3540.0,1,1,1,3,111,Platinum
15105,19,101,2298.0,1,1,1,3,111,Platinum
17511,3,963,91109.0,1,1,1,3,111,Platinum
13149,15,86,1681.0,1,1,1,3,111,Platinum
15838,12,167,33649.0,1,1,1,3,111,Platinum
18180,5,119,1850.0,1,1,1,3,111,Platinum
17338,18,753,6704.0,1,1,1,3,111,Platinum
13159,9,121,1454.0,1,1,1,3,111,Platinum
17188,12,84,2474.0,1,1,1,3,111,Platinum
18145,13,221,2879.0,1,1,1,3,111,Platinum
16762,20,89,1512.0,1,1,1,3,111,Platinum
17659,18,158,3012.0,1,1,1,3,111,Platinum
13139,17,170,5075.0,1,1,1,3,111,Platinum
16426,3,372,1916.0,1,1,1,3,111,Platinum
