CustomerID,Recency,Frequency,Monetary
15829,100,2,637.0
15163,19,2,305.0
16191,3,13,5185.0
17447,41,2,540.0
13439,256,1,291.0
12888,215,2,354.0
16637,33,4,1156.0
16292,122,1,301.0
16657,10,4,956.0
12937,16,4,1523.0
15700,173,2,702.0
17946,234,2,150.0
16917,277,1,393.0
16952,110,2,170.0
13517,60,3,2142.0
14453,191,1,122.0
16688,2,4,1265.0
14474,47,1,553.0
17817,5,3,391.0
15689,120,2,255.0
15330,33,2,716.0
14436,99,1,90.0
14139,47,1,413.0
17018,41,2,924.0
16732,32,1,606.0
16204,24,1,411.0
15061,4,48,54566.0
13983,30,12,2615.0
17861,4,8,2121.0
12921,10,37,16668.0
15046,10,15,5233.0
15097,5,1,251.0
17101,11,4,1624.0
15549,78,3,1705.0
13549,26,7,926.0
13000,107,3,537.0
18259,25,3,2336.0
15958,75,1,104.0
16516,31,1,102.0
16168,11,27,3800.0
13034,55,2,646.0
13236,25,2,749.0
14534,3,18,4489.0
18059,24,3,304.0
17295,29,3,562.0
13575,24,5,737.0
13993,43,9,3484.0
15719,33,13,5069.0
14730,2,8,2026.0
14828,197,3,2142.0
14088,11,13,50539.0
15894,254,2,268.0
16389,54,4,1383.0
13531,206,2,489.0
15014,44,2,262.0
18173,87,4,2108.0
17119,4,2,610.0
15518,65,8,1969.0
16055,221,1,136.0
14538,65,2,388.0
13895,29,4,2603.0
12749,4,5,4115.0
17187,227,1,206.0
15942,134,1,339.0
14975,58,1,281.0
17619,313,1,223.0
15159,2,30,18682.0
14656,170,2,298.0
15034,16,8,4337.0
14210,106,6,1916.0
12875,144,2,343.0
15865,41,3,899.0
15252,37,2,746.0
15199,60,4,1267.0
17519,18,6,1845.0
16882,67,3,706.0
17886,32,3,903.0
18145,13,4,2879.0
17739,12,7,2794.0
14040,41,12,3647.0
14154,240,2,1351.0
17885,13,1,192.0
14257,65,5,3116.0
16419,113,6,979.0
18084,17,1,90.0
17033,87,3,1030.0
13318,2,3,641.0
17350,9,4,1293.0
18068,290,1,102.0
12857,211,2,1114.0
16024,13,1,257.0
13279,79,1,139.0
13229,226,1,162.0
18041,12,21,4203.0
14861,53,1,127.0
13339,201,1,866.0
13015,54,5,3355.0
14077,41,5,502.0
14291,2,11,3918.0
16038,8,3,471.0
17377,24,20,4132.0
17049,3,9,5715.0
14407,108,6,2168.0
15508,190,6,1006.0
17771,57,2,254.0
17263,209,1,66.0
15347,367,1,202.0
15333,209,1,1031.0
14862,26,2,846.0
18133,213,1,931.0
14638,51,1,444.0
13357,258,1,617.0
14089,57,1,160.0
13267,3,19,4535.0
16558,1,20,8400.0
16685,62,2,322.0
13643,32,3,525.0
14988,212,1,338.0
16942,13,9,1925.0
17702,31,4,1838.0
15806,47,3,786.0
16533,20,3,1107.0
14591,16,4,1466.0
15027,31,4,1069.0
17531,191,1,297.0
14488,68,1,1065.0
15506,23,3,967.0
14214,31,5,1011.0
15701,3,4,1561.0
13552,67,12,3751.0
13489,106,4,449.0
15276,67,1,130.0
14681,72,3,500.0
14297,18,4,1308.0
14853,25,2,477.0
15223,226,2,756.0
18123,25,2,587.0
16754,373,1,2002.0
15050,26,3,1789.0
17325,281,1,99.0
15746,135,1,200.0
17382,66,1,65.0
17859,305,1,147.0
16932,54,1,161.0
14852,59,6,2851.0
15435,23,1,153.0
14132,3,11,3586.0
14404,34,6,1485.0
15245,135,3,2526.0
15365,26,7,2323.0
16369,19,3,1567.0
14113,4,4,1842.0
17135,17,7,1146.0
14954,13,1,341.0
15984,3,10,2863.0
15339,67,2,576.0
15811,23,6,2232.0
16591,69,1,215.0
17618,6,3,980.0
15393,17,2,231.0
14785,11,2,77.0
15186,15,2,415.0
17398,115,3,658.0
13859,327,1,205.0
15582,25,3,687.0
14618,10,3,554.0
14451,61,2,662.0
15504,82,1,55.0
13655,115,2,944.0
16400,95,1,305.0
16052,55,1,367.0
14354,6,2,162.0
16573,85,2,669.0
16429,107,1,285.0
18015,5,1,120.0
17171,290,1,226.0
14540,10,3,1006.0
14628,92,2,676.0
13093,276,8,7849.0
13085,158,2,417.0
15987,13,7,1455.0
16949,4,6,1293.0
16411,20,2,217.0
17589,61,4,2426.0
13951,177,3,677.0
17453,18,2,489.0
14804,9,1,353.0
13717,33,6,1450.0
16971,39,1,360.0
16104,62,1,304.0
15747,13,3,970.0
17967,372,1,128.0
13521,2,3,1122.0
16871,23,6,2824.0
16887,36,1,200.0
13868,8,2,3193.0
15471,3,1,477.0
14676,32,6,2545.0
14903,22,5,2836.0
14978,73,5,1953.0
15766,65,1,315.0
15801,47,3,1072.0
13351,67,1,376.0
14757,76,1,425.0
16595,62,1,361.0
17551,360,1,310.0
16311,18,2,619.0
17556,206,1,159.0
16236,79,1,434.0
17623,33,1,529.0
18143,117,2,1007.0
15602,9,9,1303.0
15237,2,4,1424.0
17268,108,4,764.0
13689,64,1,910.0
15002,116,4,1658.0
16610,220,1,75.0
15628,5,9,2872.0
15648,205,2,658.0
12828,3,6,1021.0
16960,39,3,515.0
13168,37,4,1330.0
17267,128,2,319.0
17744,4,6,2321.0
13397,73,5,1547.0
13249,93,3,710.0
15208,2,5,875.0
12834,283,1,313.0
12994,5,3,986.0
17155,18,2,251.0
17124,186,1,301.0
13106,134,1,77.0
16006,212,1,100.0
13518,86,1,662.0
18227,218,1,95.0
14020,17,2,642.0
14349,11,1,136.0
15621,5,4,1291.0
15059,41,9,1344.0
17457,127,5,1739.0
15304,61,8,699.0
14841,54,6,3312.0
15764,89,6,3293.0
15465,20,18,7364.0
17179,179,3,719.0
16967,190,1,319.0
13878,55,1,1286.0
14600,306,1,397.0
17866,143,1,330.0
16458,3,18,3540.0
17238,3,17,3758.0
17874,186,6,684.0
15587,51,4,914.0
14470,12,2,466.0
14998,171,2,433.0
14972,129,1,116.0
17790,27,14,1985.0
13316,38,4,5982.0
13596,6,2,703.0
13743,3,7,1345.0
16668,16,6,307.0
15544,10,9,3592.0
18171,59,5,1238.0
15725,16,1,419.0
18018,109,2,124.0
18215,90,1,300.0
14195,202,2,1013.0
14205,17,2,467.0
16372,34,2,378.0
13356,81,1,772.0
14350,275,1,284.0
17205,54,1,385.0
13571,13,12,2092.0
18118,11,26,5701.0
15478,41,2,1449.0
15704,141,4,2294.0
17596,24,7,2836.0
15537,164,1,111.0
17682,11,6,2501.0
12853,135,6,1963.0
13470,100,2,170.0
15724,202,2,220.0
12966,10,1,161.0
17222,66,1,358.0
14847,149,1,311.0
15076,173,1,884.0
14815,37,2,780.0
13887,205,1,353.0
17564,25,3,457.0
13226,274,1,109.0
16895,65,1,219.0
16965,227,1,200.0
13858,58,1,218.0
17433,89,1,306.0
14079,125,1,376.0
14163,88,4,2447.0
17675,2,31,20455.0
18168,177,6,1184.0
16393,3,13,3061.0
14355,366,1,175.0
12867,27,7,4076.0
17157,8,2,319.0
17772,11,2,185.0
15355,30,2,279.0
17574,243,1,186.0
16811,5,2,548.0
15562,352,1,135.0
13428,11,1,214.0
16643,246,1,490.0
15996,89,6,1078.0
13533,183,3,269.0
16278,101,1,569.0
17025,61,3,357.0
16907,30,5,982.0
15963,20,2,474.0
17901,30,1,112.0
12346,326,1,77184.0
16214,171,3,1066.0
17894,72,8,1134.0
14967,50,1,463.0
16909,73,1,380.0
14338,162,2,592.0
17889,213,2,207.0
17680,24,1,185.0
14387,33,3,1791.0
15482,16,12,11054.0
17313,32,1,2332.0
14290,12,5,2328.0
15098,183,3,39917.0
14198,19,4,708.0
17091,3,9,3867.0
14547,4,8,4028.0
13991,13,6,865.0
12993,24,4,422.0
18037,155,6,70.0
17506,76,1,305.0
17937,9,7,4303.0
14216,4,4,1846.0
13247,18,4,504.0
12936,18,4,1066.0
13583,156,1,788.0
13529,79,2,312.0
13067,83,1,116.0
13712,247,1,229.0
15977,18,2,1065.0
17517,309,1,156.0
17198,24,3,700.0
15044,20,17,7758.0
17513,73,1,514.0
14603,275,1,660.0
15852,187,2,160.0
16113,184,1,164.0
16305,139,1,365.0
14031,8,19,17297.0
13801,67,1,327.0
14495,51,2,125.0
14104,155,2,217.0
13120,239,1,31.0
16780,101,2,432.0
16284,32,2,835.0
15639,135,1,428.0
14542,186,1,104.0
13690,60,1,173.0
17728,4,3,2883.0
15171,332,1,1289.0
18044,5,10,2098.0
14389,66,2,1055.0
13880,22,13,3221.0
15547,8,14,5005.0
17419,12,12,4238.0
15238,30,3,1078.0
14643,171,2,697.0
15812,108,5,1809.0
18235,72,3,1799.0
16406,19,1,161.0
13659,206,2,1571.0
15145,5,4,1196.0
17830,2,3,403.0
16756,215,1,241.0
14052,20,1,229.0
17058,82,3,1196.0
14150,36,2,658.0
17976,373,1,355.0
16902,117,1,1708.0
16613,71,1,620.0
17609,41,5,1131.0
13314,2,3,781.0
15128,61,4,1479.0
16745,87,17,7230.0
17652,26,12,4894.0
18074,374,1,491.0
13784,10,11,2463.0
14408,11,7,2602.0
17560,95,5,857.0
16597,5,1,92.0
17732,373,1,308.0
14273,52,4,565.0
14500,89,3,357.0
15307,96,1,208.0
17789,282,1,228.0
16327,15,6,3883.0
12871,85,2,380.0
17698,261,1,155.0
15280,173,1,114.0
14396,66,2,494.0
15753,305,1,79.0
15939,90,15,6112.0
16353,4,23,6677.0
14735,4,32,6080.0
16081,57,5,2821.0
17394,220,1,205.0
16513,5,4,875.0
14248,319,1,303.0
15074,106,1,751.0
13675,152,2,487.0
16863,32,2,502.0
13630,6,7,2032.0
15432,24,1,173.0
15010,36,1,310.0
16116,212,1,617.0
17949,2,45,58511.0
17757,2,30,5665.0
14282,4,15,3768.0
13634,34,5,1585.0
14472,104,8,1963.0
12955,2,11,4756.0
18080,19,2,1231.0
16747,38,2,839.0
16806,104,4,808.0
13959,80,3,607.0
13213,57,5,1521.0
15646,158,3,455.0
13430,19,2,680.0
17980,166,3,812.0
12827,6,3,435.0
16587,233,1,227.0
12824,60,1,399.0
13581,310,1,119.0
16805,174,2,467.0
17274,36,1,111.0
13300,170,1,374.0
17357,25,2,392.0
15607,337,1,106.0
16226,204,3,256.0
16185,17,2,531.0
17767,16,1,273.0
15114,31,10,2766.0
15367,58,4,1891.0
15133,128,3,984.0
15241,67,8,1766.0
17186,47,2,144.0
16979,4,6,1859.0
16767,31,11,5599.0
13384,31,7,4167.0
14339,243,1,310.0
16536,111,1,556.0
17655,11,7,2646.0
13049,65,2,657.0
17629,6,8,1819.0
13193,62,1,119.0
17330,23,2,364.0
12917,129,1,594.0
12863,53,1,521.0
16247,171,1,115.0
16319,218,1,405.0
14234,23,4,785.0
13456,18,6,1771.0
13892,27,4,631.0
14882,27,2,590.0
16098,88,7,2019.0
17759,18,3,843.0
16446,1,2,168473.0
15626,75,2,675.0
13403,18,1,75.0
14896,205,2,471.0
18027,99,1,116.0
14475,72,3,930.0
15695,267,2,411.0
13239,262,1,331.0
16716,267,2,901.0
14518,65,1,174.0
14890,254,1,127.0
17948,148,1,359.0
13182,46,1,124.0
17510,25,1,310.0
17843,304,1,208.0
13670,76,1,352.0
14483,282,1,138.0
17705,4,9,1841.0
13509,9,7,982.0
15311,1,91,60913.0
14675,17,1,612.0
13471,2,4,2550.0
13761,51,2,1080.0
13654,44,6,2726.0
16315,331,1,229.0
15785,33,5,2333.0
16655,18,6,3807.0
17634,37,9,2371.0
13802,139,3,4601.0
12879,45,3,573.0
16122,74,4,684.0
12919,9,6,1339.0
13047,32,10,3266.0
17806,12,1,544.0
14823,181,3,329.0
13260,62,1,559.0
15057,276,2,1491.0
16147,134,1,379.0
12974,198,1,146.0
15870,33,1,365.0
13029,31,3,1249.0
12877,4,12,1557.0
16552,243,2,384.0
17572,72,4,229.0
17571,51,4,1522.0
14640,25,6,2132.0
16820,96,1,497.0
13652,46,3,1099.0
13844,12,1,361.0
14657,18,4,858.0
13242,113,3,273.0
15113,10,3,3616.0
13514,74,1,152.0
17864,13,3,602.0
15066,54,1,899.0
14793,22,1,230.0
16926,372,1,232.0
18099,128,1,166.0
16014,38,3,677.0
14006,116,3,968.0
17080,23,2,287.0
17515,32,4,647.0
16910,5,8,1535.0
13650,17,6,1841.0
14004,44,7,4594.0
14649,5,4,1425.0
16842,101,3,1267.0
17230,265,8,3642.0
13982,40,4,1887.0
17362,240,2,313.0
16719,15,7,1819.0
15797,114,4,2207.0
14080,33,1,45.0
17722,97,4,2429.0
14403,131,4,1476.0
12981,30,2,373.0
14918,116,2,1616.0
14799,52,1,159.0
12904,19,2,515.0
15247,123,1,357.0
13044,292,1,568.0
17899,160,1,158.0
15408,265,1,268.0
15947,83,1,1709.0
15039,10,47,20075.0
15189,2,41,16226.0
14126,8,3,708.0
16905,6,7,3128.0
13094,22,12,1922.0
16746,5,18,6769.0
17324,18,4,997.0
14524,32,9,1880.0
14522,25,4,975.0
14533,25,7,1953.0
13466,185,1,308.0
17594,86,2,1000.0
14145,47,4,3743.0
16120,60,4,1310.0
13908,80,4,2380.0
17385,15,1,267.0
14208,95,1,154.0
13737,201,1,340.0
15466,86,1,331.0
17373,41,4,655.0
13271,38,1,216.0
13791,128,2,1516.0
13786,368,1,230.0
14152,76,2,626.0
16666,20,1,124.0
13803,256,1,280.0
12821,215,1,93.0
18241,10,17,2079.0
16764,4,13,2852.0
13621,117,1,213.0
14508,23,2,278.0
17429,129,3,526.0
18035,36,3,727.0
13447,24,3,1137.0
16099,51,3,738.0
12849,32,2,1057.0
14968,31,1,149.0
13375,89,1,783.0
15419,25,1,135.0
15463,30,1,127.0
16146,158,3,735.0
16697,242,1,114.0
17615,131,3,332.0
14280,197,1,135.0
14276,99,3,1126.0
13408,2,62,28127.0
13721,37,1,526.0
16829,157,1,199.0
16628,30,5,2209.0
13345,288,1,394.0
15901,17,3,371.0
13722,132,3,2377.0
17760,22,2,289.0
18008,71,9,2118.0
14353,216,1,91.0
16612,33,4,1199.0
17991,226,2,94.0
17896,24,1,257.0
14548,151,2,654.0
17286,22,1,153.0
13914,12,2,628.0
15379,170,7,3729.0
14662,29,4,779.0
18121,150,2,676.0
15752,40,7,2631.0
16720,27,1,154.0
12909,40,5,2190.0
15916,17,8,1546.0
13955,155,2,326.0
18139,18,6,8436.0
17636,20,1,290.0
13388,132,2,679.0
16627,80,1,325.0
12956,307,1,111.0
18213,237,1,233.0
12929,312,1,118.0
16826,52,1,344.0
